"uid","email","age","product_name","product_type","quantity","purchase_price","purchase_date","purchase_address","long","lat"
"twru4t3oura5pcll4zfc4uwgiqbv","mzwmf@gmail.com",26,"WETZ WIPES 30 GRNTEA","personal hygiene",2,17900,"2024-11-04","",110.435333994123,-0.772944942443175
"20a03ey7cnhxkyiqwgdza4py07r3","yfrc3@gmail.com",51,"SQ GREENTEA 22G","makanan manis",1,13400,"2024-07-21","",110.435333994123,-0.772944942443175
"ef7sn8uzg1jpe0y7nfrjopmtodia","xy0ey@gmail.com",39,"MD ALMOND RING","makanan manis",2,7500,"2024-05-08","",110.435333994123,-0.772944942443175
"335q5od4zaa6uj60ghjfz8hngqt2","r0cb0@gmail.com",45,"KNZLER SNGLES ORG 65","makanan gurih",2,9000,"2024-01-11","",110.435333994123,-0.772944942443175
"gtueph7xv8wdovbj6d56zlbzecrp","dftnq@gmail.com",58,"POKKA GREEN TEA 450","soft drink",3,7300,"2024-02-22","",110.435333994123,-0.772944942443175
"trg7pt80isrno2zpugt4zeh1u6v6","64qdk@gmail.com",51,"S.BRD TA CHOCO FLAT","makanan manis",2,10000,"2024-06-16","",110.435333994123,-0.772944942443175
"01heb0ypurqn8xlb6v540y06g245","0ehma@gmail.com",12,"CIMORY BLYC120G","soft drink",1,8500,"2024-09-14","",110.435333994123,-0.772944942443175
"02vqrhb6feqdh3y7njrjgks0oydl","3sm3h@gmail.com",25,"TESSA FAC LOONEY TP3","personal hygiene",2,7500,"2024-11-19","",110.435333994123,-0.772944942443175
"xxyd7wme2uj5idclpystvujsl6u4","464sb@gmail.com",44,"SQ GREENTEA 22G","makanan manis",3,13400,"2024-02-10","",110.435333994123,-0.772944942443175
"vcxxhr9tmfy2x2isd80t9flxj0ca","5rlex@gmail.com",18,"INDF IC RB RD VLT55","makanan pokok",2,4500,"2024-01-03","",110.435333994123,-0.772944942443175
"xg2w9b1i6yiisolocaxewxa700iv","ewo9z@gmail.com",15,"GD GCPN 250ML","soft drink",4,7700,"2024-11-02","",110.435333994123,-0.772944942443175
"qang8opojwa3ip5cry0ovhx9kqmt","o0qjx@gmail.com",13,"BENG2 SHARE 10S","makanan manis",3,16400,"2024-11-05","",110.435333994123,-0.772944942443175
"xywl5mr5ovbbtfvcyri2wx7zdxv4","fdoyi@gmail.com",48,"KANZER BAKSO HOT 55G","makanan gurih",2,9000,"2024-07-09","",110.435333994123,-0.772944942443175
"z84rl5ykh4rriu9pzqb5ds1w3dij","ayqb9@gmail.com",26,"FOREST PCH480ML","soft drink",2,9300,"2024-03-29","",110.435333994123,-0.772944942443175
"f6ei8t7gvijcajb6oz73mgnakml0","1usex@gmail.com",18,"TEREA PRPL WAVE 20S","unknown",4,30000,"2024-10-01","",110.435333994123,-0.772944942443175
"tcwwpk3gqsaefqrqcz8xipuqophb","evb4a@gmail.com",52,"CHUPA GUM FR11G","makanan manis",4,5500,"2024-10-26","",110.435333994123,-0.772944942443175
"bxgpeg6tx72l5y3kqljjqxtozgj3","f7nur@gmail.com",33,"TESSA FAC LOONEY TP3","personal hygiene",4,7500,"2024-04-13","",110.435333994123,-0.772944942443175
"a8ztv7irkenvn62qanuocil0yqp3","pa8uy@gmail.com",20,"ICHITAN MLK BRWN 300","soft drink",2,9900,"2024-04-15","",110.435333994123,-0.772944942443175
"02vqrhb6feqdh3y7njrjgks0oydl","3sm3h@gmail.com",25,"S.BRD TA CHOCO FLAT","makanan manis",4,10000,"2024-11-13","",110.435333994123,-0.772944942443175
"pg23ja0emj4heans6mn48ym0iwag","f4cvw@gmail.com",20,"YUPI NEON 45G","makanan manis",4,5500,"2024-06-06","",110.435333994123,-0.772944942443175
"t7ayhf2rmdmwtlcaqb84zu6qy712","zod8c@gmail.com",28,"KNZLER SNGLES ORG 65","makanan gurih",2,9000,"2024-03-01","",110.435333994123,-0.772944942443175
"ethdc8qxde0tsbos4ksx7vlhtnq0","53ozl@gmail.com",45,"RTE ONGR AY PDS","makanan gurih",3,10000,"2024-07-25","",110.435333994123,-0.772944942443175
"5lbsubf97o4aey2rc8o2bulskl8m","0ew8d@gmail.com",37,"NIPISMADU 330ML","soft drink",2,3900,"2024-11-23","",110.435333994123,-0.772944942443175
"7j52rfwq22p6m7hyqfaadwb8qz5c","l133m@gmail.com",21,"GG SURYA 12","produk dewasa",4,27200,"2024-05-08","",110.435333994123,-0.772944942443175
"x82c8ynwnhha0jreeliuskr41and","d7y2k@gmail.com",54,"LEMNRL AIR600ML","minuman sehat",2,3700,"2024-07-06","",110.435333994123,-0.772944942443175
"cpveofbmyjg2evw4mbyus03sae84","mjs5a@gmail.com",58,"CCBB STR STK 5S","makanan gurih",2,16800,"2024-01-03","",110.435333994123,-0.772944942443175
"xywl5mr5ovbbtfvcyri2wx7zdxv4","fdoyi@gmail.com",48,"CCBB STR STK 5S","makanan gurih",1,16800,"2024-01-09","",110.435333994123,-0.772944942443175
"spfcc25ajzc2rjqqqp9zin35iwlb","91zt6@gmail.com",16,"CIMORY BLYC120G","soft drink",2,8500,"2024-03-04","",110.435333994123,-0.772944942443175
"ch7h8fii65l7mboj063zpaxjhn0l","epos6@gmail.com",30,"POKKA GRN TEA NS 450","minuman sehat",3,10200,"2024-04-30","",110.435333994123,-0.772944942443175
"riyzkh71obhb7ki1tlkyhfujmrvn","ylpyg@gmail.com",13,"B/P MANGGA HARUM MNS","makanan manis",1,10000,"2024-12-04","",110.435333994123,-0.772944942443175
"0mh6qnyrb8fw7pb2xbzqt7jht8yw","ccjf3@gmail.com",15,"POKKA GREEN TEA 450","soft drink",3,7300,"2024-04-08","",110.435333994123,-0.772944942443175
"9wyrgfryz14ub5839tuc3a9mc4nv","khtu6@gmail.com",33,"CIMORY BLYC120G","soft drink",4,8500,"2024-05-25","",110.435333994123,-0.772944942443175
"spfcc25ajzc2rjqqqp9zin35iwlb","91zt6@gmail.com",16,"KNZLER SNGLES ORG 65","makanan gurih",3,9000,"2024-03-21","",110.435333994123,-0.772944942443175
"wv4j1laqheilzb19cqvoavhucq5j","yxf35@gmail.com",45,"KUSUKA LH 60G","makanan gurih",2,6500,"2024-07-23","",110.435333994123,-0.772944942443175
"cd4zjj9au5evjpjt1twqnvy2d32n","mcdyt@gmail.com",51,"POKKA GRN TEA NS 450","minuman sehat",4,10200,"2024-10-27","",110.435333994123,-0.772944942443175
"fv6lgjra9s792gnbp09lkw7p3zqm","0gr3p@gmail.com",56,"SR TWR SPC","makanan pokok",3,15000,"2024-11-10","",110.435333994123,-0.772944942443175
"xg2w9b1i6yiisolocaxewxa700iv","ewo9z@gmail.com",15,"SR TWR SPC","makanan pokok",3,15000,"2024-02-22","",110.435333994123,-0.772944942443175
"oji8g2pume1ii74px1qhew1hu8n7","vrr6a@gmail.com",30,"GG SURYA CKT16","produk dewasa",1,36700,"2024-05-02","",110.435333994123,-0.772944942443175
"dowqcnhvf69c3b1ptm5108gddrnd","g5pyg@gmail.com",46,"AQUA AIR MINERAL 1500","minuman sehat",4,6600,"2024-09-08","",110.435333994123,-0.772944942443175
"tcwwpk3gqsaefqrqcz8xipuqophb","evb4a@gmail.com",52,"GATSBY CLG. D/OCN. 175","personal hygiene",1,22000,"2024-04-09","",110.435333994123,-0.772944942443175
"5lbsubf97o4aey2rc8o2bulskl8m","0ew8d@gmail.com",37,"YUPI NEON 45G","makanan manis",1,5500,"2024-05-31","",110.435333994123,-0.772944942443175
"88htis50oedhvwlsejbb90vwx8z5","dbm44@gmail.com",13,"AQUA AIR MINERAL 1500","minuman sehat",3,6600,"2024-04-14","",110.435333994123,-0.772944942443175
"cxj5azvsvad2zcotuncvdbx84moi","rq9yx@gmail.com",16,"KUSUKA LH 60G","makanan gurih",4,6500,"2024-06-02","",110.435333994123,-0.772944942443175
"30e52pfy9r104jumf4ux85e50gjo","bx1vj@gmail.com",22,"MD ALMOND RING","makanan manis",3,7500,"2024-07-16","",110.435333994123,-0.772944942443175
"d7vxvf96uzl7t6nfuvnf91vd4vsw","fh871@gmail.com",33,"WETZ WIPES 30 GRNTEA","personal hygiene",4,17900,"2024-12-10","",110.435333994123,-0.772944942443175
"1ag542vr7ieodc8wk0bac13tbusq","to7y7@gmail.com",49,"S.BRD TA CHOCO FLAT","makanan manis",4,10000,"2024-09-19","",110.435333994123,-0.772944942443175
"3w53lzc34nrgsyx24ux10mny64i8","qh47a@gmail.com",20,"S.BRD TA CHOCO FLAT","makanan manis",2,10000,"2024-06-16","",110.435333994123,-0.772944942443175
"xywl5mr5ovbbtfvcyri2wx7zdxv4","fdoyi@gmail.com",48,"POKKA GREEN TEA 450","soft drink",3,7300,"2024-10-31","",110.435333994123,-0.772944942443175
"bxgpeg6tx72l5y3kqljjqxtozgj3","f7nur@gmail.com",33,"KNZLR SGL GJ65G","makanan gurih",4,8900,"2024-10-07","",110.435333994123,-0.772944942443175
"88htis50oedhvwlsejbb90vwx8z5","dbm44@gmail.com",13,"CHUPA GUM FR11G","makanan manis",4,5500,"2024-05-20","",110.435333994123,-0.772944942443175
"p3jxyce9q19p2ifzt5gw0t8qnzh4","604oc@gmail.com",22,"AQUA AIR MINERAL 600","minuman sehat",1,3500,"2024-09-03","",110.435333994123,-0.772944942443175
"pihm9lcwekrhvad7zi5cbd59rrbf","2sgd6@gmail.com",23,"INDOMIE RDG 91G","makanan pokok",2,3100,"2024-09-29","",110.435333994123,-0.772944942443175
"dowqcnhvf69c3b1ptm5108gddrnd","g5pyg@gmail.com",46,"GD GCPN 250ML","soft drink",3,7700,"2024-09-13","",110.435333994123,-0.772944942443175
"pg23ja0emj4heans6mn48ym0iwag","f4cvw@gmail.com",20,"NIPISMADU 330ML","soft drink",3,3900,"2024-11-08","",110.435333994123,-0.772944942443175
"2xpmrk8fqzwjbgf8xfsl6r72pnv1","1x4ux@gmail.com",44,"ULTRA FC 250 ML","soft drink",3,7500,"2024-03-31","",110.435333994123,-0.772944942443175
"oji8g2pume1ii74px1qhew1hu8n7","vrr6a@gmail.com",30,"GATSBY CLG. D/OCN. 175","personal hygiene",4,22000,"2024-06-10","",110.435333994123,-0.772944942443175
"il14z9xx46a0gl3wxh0nzqfd7uno","rv20u@gmail.com",24,"KNZLR SGL GJ65G","makanan gurih",3,8900,"2024-02-25","",110.435333994123,-0.772944942443175
"7nprw6ffv83mod63rcoveky43hi7","5oxds@gmail.com",19,"AQUA AIR MINERAL 600","minuman sehat",1,3500,"2024-06-24","",110.435333994123,-0.772944942443175
"mh0q8fm7545bmi4kpyub7j6hvuuk","q7wck@gmail.com",37,"TESSA FAC LOONEY TP3","personal hygiene",1,7500,"2024-07-01","",110.435333994123,-0.772944942443175
"crmn2v76r4t243vhc4r6lxezkyda","8qv4x@gmail.com",14,"CHUPA BELT 8G","makanan manis",3,3000,"2024-09-06","",110.435333994123,-0.772944942443175
"f6ei8t7gvijcajb6oz73mgnakml0","1usex@gmail.com",18,"YUPI NEON 45G","makanan manis",4,5500,"2024-02-27","",110.435333994123,-0.772944942443175
"d7vxvf96uzl7t6nfuvnf91vd4vsw","fh871@gmail.com",33,"AQUA AIR MINERAL 600","minuman sehat",3,3500,"2024-12-30","",110.435333994123,-0.772944942443175
"cxj5azvsvad2zcotuncvdbx84moi","rq9yx@gmail.com",16,"TESSA FAC LOONEY TP3","personal hygiene",2,7500,"2024-04-25","",110.435333994123,-0.772944942443175
"eig9qyxfvpqlbd8l5mmmasdc4udo","89za6@gmail.com",47,"AQUA AIR MINERAL 600","minuman sehat",1,3500,"2024-12-25","",110.435333994123,-0.772944942443175
"kebp50576plx38ymroy3vutd8i0i","4yaop@gmail.com",46,"INDF IC RB RD VLT55","makanan pokok",1,4500,"2024-07-21","",110.435333994123,-0.772944942443175
"zofkztqajwpqys3z00jy0xbdbguf","gw1jz@gmail.com",43,"AQUA AIR MINERAL 1500","minuman sehat",1,6600,"2024-09-05","",110.435333994123,-0.772944942443175
"cd4zjj9au5evjpjt1twqnvy2d32n","mcdyt@gmail.com",51,"CHUPA BELT 8G","makanan manis",2,3000,"2024-12-24","",110.435333994123,-0.772944942443175
"srzjk8lwssugcsyu0v1xc0nwj6ea","rjitx@gmail.com",40,"KANZER BAKSO HOT 55G","makanan gurih",4,9000,"2024-02-10","",110.435333994123,-0.772944942443175
"8xts68qgi8pnc6olpexca6fg30a0","f2r3z@gmail.com",52,"NIPISMADU 330ML","soft drink",3,3900,"2024-07-16","",110.435333994123,-0.772944942443175
"02vqrhb6feqdh3y7njrjgks0oydl","3sm3h@gmail.com",25,"AQUA AIR MINERAL 1500","minuman sehat",4,6600,"2024-12-10","",110.435333994123,-0.772944942443175
"e2ct0upmnkow2vqrvkd057gn3cc6","ocid4@gmail.com",26,"KANZER BAKSO HOT 55G","makanan gurih",2,9000,"2024-07-07","",110.435333994123,-0.772944942443175
"d7vxvf96uzl7t6nfuvnf91vd4vsw","fh871@gmail.com",33,"CIMORY BLYC120G","soft drink",3,8500,"2024-08-30","",110.435333994123,-0.772944942443175
"eig9qyxfvpqlbd8l5mmmasdc4udo","89za6@gmail.com",47,"BENG2 SHARE 10S","makanan manis",4,16400,"2024-12-11","",110.435333994123,-0.772944942443175
"7j52rfwq22p6m7hyqfaadwb8qz5c","l133m@gmail.com",21,"BENG2 SHARE 10S","makanan manis",3,16400,"2024-06-26","",110.435333994123,-0.772944942443175
"fv6lgjra9s792gnbp09lkw7p3zqm","0gr3p@gmail.com",56,"KNZLR SGL GJ65G","makanan gurih",1,8900,"2024-10-12","",110.435333994123,-0.772944942443175
"x82c8ynwnhha0jreeliuskr41and","d7y2k@gmail.com",54,"AQUA AIR MINERAL 600","minuman sehat",4,3500,"2024-09-13","",110.435333994123,-0.772944942443175
"3w53lzc34nrgsyx24ux10mny64i8","qh47a@gmail.com",20,"NIPISMADU 330ML","soft drink",4,3900,"2024-09-11","",110.435333994123,-0.772944942443175
"xfwgql4j51qcjc1sjt1rdik71a78","b56z8@gmail.com",50,"POKKA GREEN TEA 450","soft drink",4,7300,"2024-11-24","",110.435333994123,-0.772944942443175
"7j52rfwq22p6m7hyqfaadwb8qz5c","l133m@gmail.com",21,"BENG2 SHARE 10S","makanan manis",1,16400,"2024-06-16","",110.435333994123,-0.772944942443175
"spfcc25ajzc2rjqqqp9zin35iwlb","91zt6@gmail.com",16,"OREO ORIGINAL 119.5G","makanan manis",1,10000,"2024-07-03","",110.435333994123,-0.772944942443175
"9hda6rww52k45ctytvysf6iwrlf3","g4po5@gmail.com",47,"AQUA AIR MINERAL 1500","minuman sehat",4,6600,"2024-08-13","",110.435333994123,-0.772944942443175
"672ck0dt9jg3kmrgr6tngy2lryfz","9y25u@gmail.com",30,"SR TWR SPC","makanan pokok",4,15000,"2024-12-13","",110.435333994123,-0.772944942443175
"xxyd7wme2uj5idclpystvujsl6u4","464sb@gmail.com",44,"AQUA AIR MINERAL 600","minuman sehat",4,3500,"2024-04-21","",110.435333994123,-0.772944942443175
"8v00cbv633mysqmmrlt94drozwhu","yqx1m@gmail.com",29,"TESSA FAC LOONEY TP3","personal hygiene",1,7500,"2024-11-19","",110.435333994123,-0.772944942443175
"tcwwpk3gqsaefqrqcz8xipuqophb","evb4a@gmail.com",52,"AQUA AIR MINERAL 600","minuman sehat",3,3500,"2024-11-02","",110.435333994123,-0.772944942443175
"eig9qyxfvpqlbd8l5mmmasdc4udo","89za6@gmail.com",47,"CHUPA GUM FR11G","makanan manis",3,5500,"2024-07-25","",110.435333994123,-0.772944942443175
"9c6ya2j6jryuyowr5f1k7ze2ryn7","9c1i4@gmail.com",41,"INDOMIE RDG 91G","makanan pokok",1,3100,"2024-11-28","",110.435333994123,-0.772944942443175
"30e52pfy9r104jumf4ux85e50gjo","bx1vj@gmail.com",22,"IDM KCNG BUMBU 150G","makanan pokok",3,9900,"2024-09-23","",110.435333994123,-0.772944942443175
"zofkztqajwpqys3z00jy0xbdbguf","gw1jz@gmail.com",43,"YUPI NEON 45G","makanan manis",4,5500,"2024-12-25","",110.435333994123,-0.772944942443175
"dhs0i9wxzd92v12bcoctm74b9jjw","l8lsi@gmail.com",15,"IDM KCNG BUMBU 150G","makanan pokok",3,9900,"2024-09-30","",110.435333994123,-0.772944942443175
"ig8o3pds8o4guw5yv8wpck2md8rd","8wsao@gmail.com",18,"B/P MANGGA HARUM MNS","makanan manis",3,10000,"2024-07-26","",110.435333994123,-0.772944942443175
"twru4t3oura5pcll4zfc4uwgiqbv","mzwmf@gmail.com",26,"TEREA PRPL WAVE 20S","unknown",2,30000,"2024-01-05","",110.435333994123,-0.772944942443175
"3w53lzc34nrgsyx24ux10mny64i8","qh47a@gmail.com",20,"BENG2 SHARE 10S","makanan manis",1,16400,"2024-05-04","",110.435333994123,-0.772944942443175
"pgtusuze6tp71qntmmgu8gb5tba1","a3ymt@gmail.com",13,"INDOMIE RDG 91G","makanan pokok",4,3100,"2024-04-09","",110.435333994123,-0.772944942443175
"vyir226cwerooobauling8ku912f","hwokt@gmail.com",52,"RTE ONGR AY PDS","makanan gurih",1,10000,"2024-08-07","",110.435333994123,-0.772944942443175
"gqub83ya1kfjtrvqm2iwsk96misd","5cyl9@gmail.com",43,"CHUPA BELT 8G","makanan manis",1,3000,"2024-03-26","",110.435333994123,-0.772944942443175
"ch7h8fii65l7mboj063zpaxjhn0l","epos6@gmail.com",30,"OREO ORIGINAL 119.5G","makanan manis",3,10000,"2024-08-19","",110.435333994123,-0.772944942443175
"02vqrhb6feqdh3y7njrjgks0oydl","3sm3h@gmail.com",25,"IDM KCNG BUMBU 150G","makanan pokok",2,9900,"2024-11-14","",110.435333994123,-0.772944942443175
"9c6ya2j6jryuyowr5f1k7ze2ryn7","9c1i4@gmail.com",41,"INDF IC RB RD VLT55","makanan pokok",4,4500,"2024-03-04","",110.435333994123,-0.772944942443175
"vcxxhr9tmfy2x2isd80t9flxj0ca","5rlex@gmail.com",18,"INDF IC RB RD VLT55","makanan pokok",2,4500,"2024-10-24","",110.435333994123,-0.772944942443175
"30e52pfy9r104jumf4ux85e50gjo","bx1vj@gmail.com",22,"BENG2 SHARE 10S","makanan manis",3,16400,"2024-05-24","",110.435333994123,-0.772944942443175
"cpveofbmyjg2evw4mbyus03sae84","mjs5a@gmail.com",58,"GG SURYA CKT16","produk dewasa",2,36700,"2024-01-30","",110.435333994123,-0.772944942443175
"53gj6b5r3d543ewhd42wdamkmouo","ih8xw@gmail.com",17,"AQUA AIR MINERAL 600","minuman sehat",4,3500,"2024-06-30","",110.435333994123,-0.772944942443175
"zofkztqajwpqys3z00jy0xbdbguf","gw1jz@gmail.com",43,"GG SURYA CKT16","produk dewasa",3,36700,"2024-06-14","",110.435333994123,-0.772944942443175
"9hda6rww52k45ctytvysf6iwrlf3","g4po5@gmail.com",47,"AQUA AIR MINERAL 1500","minuman sehat",3,6600,"2024-12-24","",110.435333994123,-0.772944942443175
"ethdc8qxde0tsbos4ksx7vlhtnq0","53ozl@gmail.com",45,"S.BRD TA CHOCO FLAT","makanan manis",1,10000,"2024-12-15","",110.435333994123,-0.772944942443175
"riyzkh71obhb7ki1tlkyhfujmrvn","ylpyg@gmail.com",13,"SQ GREENTEA 22G","makanan manis",3,13400,"2024-08-15","",110.435333994123,-0.772944942443175
"0elk2y1a6f615vx7vublyfwt4yai","nypy5@gmail.com",57,"SQ GREENTEA 22G","makanan manis",2,13400,"2024-06-25","",110.435333994123,-0.772944942443175
"spfcc25ajzc2rjqqqp9zin35iwlb","91zt6@gmail.com",16,"IDM KCNG BUMBU 150G","makanan pokok",2,9900,"2024-04-08","",110.435333994123,-0.772944942443175
"hl6mfdyjo32tjqnwujhsmc0b3gv0","9qk4s@gmail.com",23,"ULTRA FC 250 ML","soft drink",1,7500,"2024-11-06","",110.435333994123,-0.772944942443175
"o524zrz8jyqr592r8swdlskfapvo","8243q@gmail.com",23,"POKKA GRN TEA NS 450","minuman sehat",1,10200,"2024-11-20","",110.435333994123,-0.772944942443175
"ethdc8qxde0tsbos4ksx7vlhtnq0","53ozl@gmail.com",45,"CHUPA GUM FR11G","makanan manis",4,5500,"2024-04-29","",110.435333994123,-0.772944942443175
"zofkztqajwpqys3z00jy0xbdbguf","gw1jz@gmail.com",43,"NIPISMADU 330ML","soft drink",4,3900,"2024-03-29","",110.435333994123,-0.772944942443175
"dhs0i9wxzd92v12bcoctm74b9jjw","l8lsi@gmail.com",15,"MD ALMOND RING","makanan manis",3,7500,"2024-08-07","",110.435333994123,-0.772944942443175
"wzbw22pbz3kbsbyqm6uxga2owc1f","3kqwp@gmail.com",30,"TESSA FAC LOONEY TP3","personal hygiene",4,7500,"2024-11-02","",110.435333994123,-0.772944942443175
"oji8g2pume1ii74px1qhew1hu8n7","vrr6a@gmail.com",30,"OREO ORIGINAL 119.5G","makanan manis",1,10000,"2024-08-12","",110.435333994123,-0.772944942443175
"cxj5azvsvad2zcotuncvdbx84moi","rq9yx@gmail.com",16,"WETZ WIPES 30 GRNTEA","personal hygiene",2,17900,"2024-12-20","",110.435333994123,-0.772944942443175
"d7vxvf96uzl7t6nfuvnf91vd4vsw","fh871@gmail.com",33,"S.BRD TA CHOCO FLAT","makanan manis",2,10000,"2024-09-25","",110.435333994123,-0.772944942443175
"z84rl5ykh4rriu9pzqb5ds1w3dij","ayqb9@gmail.com",26,"BENG2 SHARE 10S","makanan manis",4,16400,"2024-12-12","",110.435333994123,-0.772944942443175
"o524zrz8jyqr592r8swdlskfapvo","8243q@gmail.com",23,"SR TWR SPC","makanan pokok",1,15000,"2024-05-01","",110.435333994123,-0.772944942443175
"e2ct0upmnkow2vqrvkd057gn3cc6","ocid4@gmail.com",26,"OREO ORIGINAL 119.5G","makanan manis",2,10000,"2024-12-13","",110.435333994123,-0.772944942443175
"iu6lc0pywhor039xh27vzt3wlx0s","5deci@gmail.com",54,"POKKA GREEN TEA 450","soft drink",4,7300,"2024-10-10","",110.435333994123,-0.772944942443175
"56qpya2svaxre6he6yg8gz0r1dq0","y7oo9@gmail.com",51,"SQ GREENTEA 22G","makanan manis",2,13400,"2024-06-06","",110.435333994123,-0.772944942443175
"fks7lao5nfvpg59mj6yvyoalvpdo","tjlbr@gmail.com",23,"B/P MANGGA HARUM MNS","makanan manis",1,10000,"2024-10-22","",110.435333994123,-0.772944942443175
"0elk2y1a6f615vx7vublyfwt4yai","nypy5@gmail.com",57,"GG SURYA 12","produk dewasa",2,27200,"2024-12-25","",110.435333994123,-0.772944942443175
"x82c8ynwnhha0jreeliuskr41and","d7y2k@gmail.com",54,"CCBB STR STK 5S","makanan gurih",4,16800,"2024-03-20","",110.435333994123,-0.772944942443175
"il14z9xx46a0gl3wxh0nzqfd7uno","rv20u@gmail.com",24,"FOREST PCH480ML","soft drink",3,9300,"2024-08-30","",110.435333994123,-0.772944942443175
"7j52rfwq22p6m7hyqfaadwb8qz5c","l133m@gmail.com",21,"B/P MANGGA HARUM MNS","makanan manis",4,10000,"2024-08-01","",110.435333994123,-0.772944942443175
"spfcc25ajzc2rjqqqp9zin35iwlb","91zt6@gmail.com",16,"KP POLOS","unknown",1,500,"2024-05-28","",110.435333994123,-0.772944942443175
"z1wgmey0mtyz2x73xv836dtehr5k","w2nee@gmail.com",31,"INDOMIE RDG 91G","makanan pokok",2,3100,"2024-05-28","",110.435333994123,-0.772944942443175
"fv6lgjra9s792gnbp09lkw7p3zqm","0gr3p@gmail.com",56,"CHUPA BELT 8G","makanan manis",4,3000,"2024-06-28","",110.435333994123,-0.772944942443175
"il14z9xx46a0gl3wxh0nzqfd7uno","rv20u@gmail.com",24,"WETZ WIPES 30 GRNTEA","personal hygiene",1,17900,"2024-02-06","",110.435333994123,-0.772944942443175
"dowqcnhvf69c3b1ptm5108gddrnd","g5pyg@gmail.com",46,"S.BRD TA CHOCO FLAT","makanan manis",3,10000,"2024-04-17","",110.435333994123,-0.772944942443175
"4qco1nbxiqlcuycc01qcudj259t6","uso4t@gmail.com",57,"CCBB STR STK 5S","makanan gurih",2,16800,"2024-07-20","",110.435333994123,-0.772944942443175
"qang8opojwa3ip5cry0ovhx9kqmt","o0qjx@gmail.com",13,"CHUPA BELT 8G","makanan manis",1,3000,"2024-09-11","",110.435333994123,-0.772944942443175
"z1wgmey0mtyz2x73xv836dtehr5k","w2nee@gmail.com",31,"NIPISMADU 330ML","soft drink",4,3900,"2024-06-28","",110.435333994123,-0.772944942443175
"hl6mfdyjo32tjqnwujhsmc0b3gv0","9qk4s@gmail.com",23,"S.BRD TA POLO KEJU","makanan pokok",1,9000,"2024-12-13","",110.435333994123,-0.772944942443175
"gexl3f65fb26kxxsie31q9wzn69a","vojjz@gmail.com",16,"CHUPA GUM FR11G","makanan manis",3,5500,"2024-10-20","",110.435333994123,-0.772944942443175
"mh0q8fm7545bmi4kpyub7j6hvuuk","q7wck@gmail.com",37,"CHUPA BELT 8G","makanan manis",4,3000,"2024-05-02","",110.435333994123,-0.772944942443175
"gtueph7xv8wdovbj6d56zlbzecrp","dftnq@gmail.com",58,"TESSA FAC LOONEY TP3","personal hygiene",2,7500,"2024-02-15","",110.435333994123,-0.772944942443175
"vcxxhr9tmfy2x2isd80t9flxj0ca","5rlex@gmail.com",18,"B/P MANGGA HARUM MNS","makanan manis",4,10000,"2024-04-14","",110.435333994123,-0.772944942443175
"3w53lzc34nrgsyx24ux10mny64i8","qh47a@gmail.com",20,"RTE ONGR AY PDS","makanan gurih",1,10000,"2024-06-08","",110.435333994123,-0.772944942443175
"iu6lc0pywhor039xh27vzt3wlx0s","5deci@gmail.com",54,"NIPISMADU 330ML","soft drink",1,3900,"2024-06-13","",110.435333994123,-0.772944942443175
"wv4j1laqheilzb19cqvoavhucq5j","yxf35@gmail.com",45,"ULTRA FC 250 ML","soft drink",4,7500,"2024-11-14","",110.435333994123,-0.772944942443175
"8xts68qgi8pnc6olpexca6fg30a0","f2r3z@gmail.com",52,"CIMORY BLYC120G","soft drink",2,8500,"2024-08-08","",110.435333994123,-0.772944942443175
"8v00cbv633mysqmmrlt94drozwhu","yqx1m@gmail.com",29,"GATSBY CLG. D/OCN. 175","personal hygiene",1,22000,"2024-04-26","",110.435333994123,-0.772944942443175
"cpveofbmyjg2evw4mbyus03sae84","mjs5a@gmail.com",58,"SQ GREENTEA 22G","makanan manis",4,13400,"2024-05-15","",110.435333994123,-0.772944942443175
"ethdc8qxde0tsbos4ksx7vlhtnq0","53ozl@gmail.com",45,"RTE ONGR AY PDS","makanan gurih",3,10000,"2024-09-23","",110.435333994123,-0.772944942443175
"5lbsubf97o4aey2rc8o2bulskl8m","0ew8d@gmail.com",37,"GATSBY CLG. D/OCN. 175","personal hygiene",1,22000,"2024-05-31","",110.435333994123,-0.772944942443175
"gmqu1r6xua0jx8udakik2y901yhr","8b6if@gmail.com",39,"CCBB STR STK 5S","makanan gurih",2,16800,"2024-12-05","",110.435333994123,-0.772944942443175
"dhs0i9wxzd92v12bcoctm74b9jjw","l8lsi@gmail.com",15,"CCBB STR STK 5S","makanan gurih",3,16800,"2024-02-23","",110.435333994123,-0.772944942443175
"gtueph7xv8wdovbj6d56zlbzecrp","dftnq@gmail.com",58,"CIMORY BLYC120G","soft drink",4,8500,"2024-05-23","",110.435333994123,-0.772944942443175
"56sj2tua2qfj8i3s1kn5qqut40fs","4dv9p@gmail.com",28,"INDOMIE RDG 91G","makanan pokok",3,3100,"2024-06-30","",110.435333994123,-0.772944942443175
"8v00cbv633mysqmmrlt94drozwhu","yqx1m@gmail.com",29,"GATSBY CLG. D/OCN. 175","personal hygiene",4,22000,"2024-08-05","",110.435333994123,-0.772944942443175
"6aflsuc6dmwt928qlgmnwiicibjh","hlx5t@gmail.com",54,"LEMNRL AIR600ML","minuman sehat",2,3700,"2024-09-24","",110.435333994123,-0.772944942443175
